"","SerialNumber","TransportationMode","ArrivalTime","Age","ClassOfWorker","Occupation","Sex","MaritalStatus","HealthInsurance","EducationLevel","TotalIncome","IncomeAdjuster","PUMA","HomeOffice"
"4741",284103,"Driving",87,41,5,160,1,1,1,20,75000,1007588,11104,0
"4742",284104,"Driving",85,33,1,3645,2,1,1,18,36000,1007588,11104,0
"4743",284105,NA,NA,16,NA,NA,1,5,1,14,0,1007588,11104,0
"4744",284106,NA,NA,11,NA,NA,1,5,1,9,NA,1007588,11104,0
"4745",284107,NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11104,0
"4746",284108,NA,NA,67,NA,NA,1,1,1,7,11600,1007588,11104,0
"4747",284109,NA,NA,62,NA,NA,2,1,1,16,1900,1007588,11104,0
"4748",284145,"Driving",80,60,3,230,1,1,1,24,115000,1007588,11103,0
"4749",284146,"Driving",93,59,1,950,2,1,1,19,48000,1007588,11103,0
"4750",284303,NA,NA,84,NA,NA,1,2,1,16,25200,1007588,11103,0
"4751",284875,NA,NA,18,NA,NA,2,5,1,19,0,1007588,11106,0
"4752",284877,"Driving",93,60,4,565,1,1,1,22,69000,1007588,11104,0
"4753",284878,"Driving",87,61,3,2310,2,1,1,22,16800,1007588,11104,0
"4754",284879,"Driving",74,27,3,3955,2,5,1,21,5200,1007588,11104,0
"4755",284880,"Driving",176,23,3,3955,1,5,1,19,15500,1007588,11104,0
"4756",285133,NA,NA,81,NA,NA,2,2,1,19,60200,1007588,8303,0
"4757",285377,NA,NA,77,2,3060,1,1,1,23,29900,1007588,8303,0
"4758",285378,NA,NA,61,1,5400,2,1,1,16,0,1007588,8303,0
"4759",285379,NA,NA,26,1,4210,1,5,1,20,0,1007588,8303,0
"4760",285380,"Driving",93,25,1,5240,1,5,1,21,48000,1007588,8303,0
"4761",285544,NA,NA,61,1,4720,2,1,2,22,34800,1007588,11104,0
"4762",285545,"Driving",54,66,3,6200,1,1,1,22,160000,1007588,11104,0
"4763",285546,"Driving",80,23,1,4430,2,5,2,20,6000,1007588,11104,0
"4764",285674,"Driving",94,70,7,4700,1,1,1,18,92520,1007588,11104,0
"4765",285675,"Driving",100,67,1,5400,2,1,1,18,32200,1007588,11104,0
"4766",285849,"Walking",213,26,6,2320,2,5,1,20,500,1007588,11106,0
"4767",286687,"Home Office",NA,52,1,650,1,1,1,22,80050,1007588,11104,1
"4768",286688,"Driving",89,58,3,2310,2,1,1,22,79050,1007588,11104,0
"4769",286689,NA,NA,16,NA,NA,2,5,1,12,0,1007588,11104,0
"4770",286829,"Driving",100,73,6,5000,2,3,1,18,12300,1007588,11104,0
"4771",286830,"Driving",145,75,6,4700,1,3,1,21,18100,1007588,11104,0
"4772",286831,"Driving",96,67,7,10,1,1,1,22,369400,1007588,8303,0
"4773",286832,NA,NA,69,1,430,2,1,1,21,19000,1007588,8303,0
"4774",286838,"Driving",70,24,3,5700,2,5,1,21,45000,1007588,11106,0
"4775",287010,"Driving",106,40,1,1550,2,1,1,21,24000,1007588,11103,0
"4776",287011,"Driving",43,37,1,4840,1,1,1,21,30000,1007588,11103,0
"4777",287012,NA,NA,16,NA,NA,2,5,1,14,0,1007588,11103,0
"4778",287013,NA,NA,6,NA,NA,1,5,1,4,NA,1007588,11103,0
"4779",287014,NA,NA,1,NA,NA,1,5,1,NA,NA,1007588,11103,0
"4780",287098,"Home Office",NA,34,6,2910,2,5,1,21,120010,1007588,8303,1
"4781",287453,NA,NA,48,1,7750,1,3,1,19,26100,1007588,11104,0
"4782",287460,NA,NA,19,1,4130,1,5,1,19,100,1007588,8303,0
"4783",287461,NA,NA,20,1,4030,1,5,1,19,1200,1007588,8303,0
"4784",287462,NA,NA,19,NA,NA,1,5,1,19,0,1007588,8303,0
"4785",287463,NA,NA,19,NA,NA,1,5,1,19,0,1007588,8303,0
"4786",287474,NA,NA,30,3,630,2,1,1,19,0,1007588,11103,0
"4787",287475,"Driving",76,34,2,7750,1,1,1,16,56000,1007588,11103,0
"4788",287476,NA,NA,2,NA,NA,1,5,1,NA,NA,1007588,11103,0
"4789",287477,NA,NA,2,NA,NA,1,5,1,NA,NA,1007588,11103,0
"4790",287478,NA,NA,94,NA,NA,2,2,1,21,10200,1007588,11106,0
"4791",287479,NA,NA,80,NA,NA,2,3,1,18,20600,1007588,11106,0
"4792",287574,"Public Transit",77,30,1,6050,1,5,2,5,21500,1007588,11106,0
"4793",287577,"Driving",82,49,4,2720,2,5,2,1,46000,1007588,11103,0
"4794",287578,"Driving",270,25,1,4220,1,5,1,20,9500,1007588,11103,0
"4795",287892,NA,NA,55,1,3255,2,1,1,21,8000,1007588,11103,0
"4796",287893,"Driving",79,56,1,4220,1,1,1,21,38800,1007588,11103,0
"4797",287894,NA,NA,24,NA,NA,2,5,2,19,0,1007588,11103,0
"4798",287895,NA,NA,23,NA,NA,1,5,1,16,7600,1007588,11103,0
"4799",287907,"Driving",94,39,1,5820,2,1,1,19,3700,1007588,8303,0
"4800",287908,"Driving",59,45,1,4010,1,1,1,16,250000,1007588,8303,0
"4801",287909,NA,NA,10,NA,NA,2,5,1,8,NA,1007588,8303,0
"4802",287910,NA,NA,8,NA,NA,1,5,1,6,NA,1007588,8303,0
"4803",288121,"Driving",84,65,1,205,1,3,1,21,118000,1007588,11103,0
"4804",288315,"Driving",121,70,4,2200,2,3,1,24,100000,1007588,8303,0
"4805",288316,"Driving",121,69,4,2200,1,3,1,24,280000,1007588,8303,0
"4806",288773,"Driving",158,46,1,430,1,1,1,20,105000,1007588,11106,0
"4807",288774,NA,NA,43,1,4110,2,1,1,20,10240,1007588,11106,0
"4808",288775,NA,NA,18,3,5620,2,5,1,14,900,1007588,11106,0
"4809",288845,NA,NA,73,NA,NA,1,3,1,19,35900,1007588,11104,0
"4810",288853,NA,NA,60,NA,NA,2,1,1,19,22100,1007588,11106,0
"4811",288993,NA,NA,56,NA,NA,2,4,1,14,15900,1007588,11104,0
"4812",288994,"Driving",254,26,1,3930,1,5,1,16,20800,1007588,11104,0
"4813",288995,NA,NA,60,NA,NA,1,2,1,13,10400,1007588,11104,0
"4814",288996,NA,NA,0,NA,NA,1,5,1,NA,NA,1007588,11104,0
"4815",288997,NA,NA,26,3,4610,2,5,1,19,12400,1007588,11104,0
"4816",289242,NA,NA,19,1,4000,1,5,1,18,11500,1007588,8303,0
"4817",289270,NA,NA,71,NA,NA,1,1,1,24,321800,1007588,8303,0
"4818",289271,NA,NA,68,NA,NA,2,1,1,22,45000,1007588,8303,0
"4819",289365,"Driving",61,60,1,9130,1,1,1,9,44000,1007588,11103,0
"4820",289366,NA,NA,61,NA,NA,2,1,1,9,11000,1007588,11103,0
"4821",289367,NA,126,33,3,4620,2,5,1,21,18000,1007588,11103,0
"4822",289368,NA,NA,63,3,2310,2,3,1,23,7800,1007588,11103,0
"4823",289369,NA,NA,37,NA,NA,1,4,1,18,13800,1007588,11103,0
"4824",289370,"Driving",82,35,1,6355,1,5,1,16,3480,1007588,11103,0
"4825",289371,"Driving",270,20,1,4700,1,5,1,16,16000,1007588,11103,0
"4826",289372,"Biking",89,20,2,5620,1,5,1,16,16000,1007588,11103,0
"4827",289505,"Driving",95,58,3,2000,1,1,1,24,100000,1007588,11104,0
"4828",289506,"Driving",96,57,2,3255,2,1,1,20,95400,1007588,11104,0
"4829",289522,NA,NA,51,NA,NA,2,1,1,21,0,1007588,8303,0
"4830",289523,"Driving",90,51,1,430,1,1,1,21,80000,1007588,8303,0
"4831",289524,NA,NA,16,NA,NA,2,5,1,13,0,1007588,8303,0
"4832",289935,NA,NA,86,NA,NA,1,2,1,19,27700,1007588,11106,0
"4833",290065,NA,NA,79,NA,NA,1,1,1,22,69000,1007588,11106,0
"4834",290066,NA,NA,76,NA,NA,2,1,1,21,5800,1007588,11106,0
"4835",290084,"Driving",109,45,1,2710,1,1,1,21,140000,1007588,11104,0
"4836",290085,"Public Transit",68,41,1,410,2,1,1,19,140000,1007588,11104,0
"4837",290086,NA,NA,3,NA,NA,1,5,1,2,NA,1007588,11104,0
"4838",290087,NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11104,0
"4839",290172,"Driving",94,46,1,800,1,1,1,21,50000,1007588,8303,0
"4840",290173,"Driving",91,42,4,800,2,1,1,21,50000,1007588,8303,0
"4841",290174,NA,NA,10,NA,NA,1,5,1,8,NA,1007588,8303,0
"4842",290175,NA,NA,2,NA,NA,1,5,1,NA,NA,1007588,8303,0
"4843",290210,NA,NA,73,NA,NA,2,3,1,1,7800,1007588,11104,0
"4844",290211,"Driving",92,25,3,1050,2,5,1,17,60000,1007588,11104,0
"4845",290278,NA,NA,76,NA,NA,2,1,1,18,7600,1007588,8303,0
"4846",290355,NA,NA,59,NA,NA,2,1,1,20,49500,1007588,8303,0
"4847",290356,"Driving",65,59,4,1050,1,1,1,20,93000,1007588,8303,0
"4848",290391,"Driving",92,61,1,800,2,2,1,21,70000,1007588,11106,0
"4849",290545,"Driving",96,48,1,800,2,3,1,21,102000,1007588,11106,0
"4850",290562,"Driving",73,53,3,230,2,1,1,22,140000,1007588,8303,0
"4851",290563,"Public Transit",112,57,4,2200,1,1,1,21,50000,1007588,8303,0
"4852",290564,NA,NA,15,NA,NA,1,5,1,12,10000,1007588,8303,0
"4853",290565,NA,NA,12,NA,NA,2,5,1,8,NA,1007588,8303,0
"4854",290596,"Driving",93,31,1,160,1,1,1,18,49000,1007588,11103,0
"4855",290597,NA,NA,29,1,3600,2,1,1,20,330,1007588,11103,0
"4856",290700,"Driving",95,58,1,1550,1,1,1,21,105000,1007588,8303,0
"4857",290701,"Driving",100,51,2,150,2,1,1,21,45000,1007588,8303,0
"4858",291169,"Driving",97,52,1,136,1,1,1,21,200000,1007588,11106,0
"4859",291170,NA,NA,52,1,8740,2,1,1,15,20000,1007588,11106,0
"4860",291171,NA,NA,17,NA,NA,1,1,1,14,0,1007588,11106,0
"4861",291305,"Driving",91,30,1,710,1,1,1,21,50000,1007588,8303,0
"4862",291306,"Driving",94,30,2,3250,2,1,1,23,110000,1007588,8303,0
"4863",291375,"Driving",169,42,3,3850,1,1,1,21,130000,1007588,11106,0
"4864",291376,"Driving",94,35,7,3010,2,1,1,23,39000,1007588,11106,0
"4865",291377,NA,NA,16,NA,NA,1,5,1,13,0,1007588,11106,0
"4866",291378,NA,NA,1,NA,NA,1,5,1,NA,NA,1007588,11106,0
"4867",291633,NA,NA,18,1,4030,2,5,1,19,0,1007588,8303,0
"4868",291675,NA,NA,79,3,10,2,2,1,21,204000,1007588,11106,0
"4869",291701,"Driving",219,42,4,3255,2,1,1,20,129000,1007588,11106,0
"4870",291702,"Driving",106,47,7,2630,1,1,1,19,75000,1007588,11106,0
"4871",291769,"Driving",100,40,1,4710,1,1,1,20,117000,1007588,11106,0
"4872",291770,NA,NA,40,6,4510,2,1,1,19,0,1007588,11106,0
"4873",291771,NA,NA,11,NA,NA,1,5,1,7,NA,1007588,11106,0
"4874",291772,NA,NA,7,NA,NA,1,5,1,4,NA,1007588,11106,0
"4875",291775,NA,NA,74,NA,NA,2,2,1,12,0,1007588,11104,0
"4876",291776,NA,NA,48,1,4700,1,1,1,18,0,1007588,11104,0
"4877",291777,NA,NA,14,NA,NA,2,5,1,10,NA,1007588,11104,0
"4878",291778,NA,NA,12,NA,NA,1,5,1,9,NA,1007588,11104,0
"4879",291779,"Driving",88,45,1,4840,2,1,1,18,65000,1007588,11104,0
"4880",291919,NA,NA,66,5,1460,1,1,1,22,70000,1007588,11106,0
"4881",291920,"Home Office",NA,58,6,1420,2,1,1,22,212000,1007588,11106,1
"4882",292009,"Driving",94,62,1,20,1,1,1,23,117000,1007588,11106,0
"4883",292010,"Driving",112,59,1,540,2,1,1,22,65000,1007588,11106,0
"4884",292215,NA,NA,61,1,650,2,1,1,1,0,1007588,11103,0
"4885",292216,NA,NA,64,6,6230,1,1,1,7,12600,1007588,11103,0
"4886",292217,"Driving",88,37,3,725,2,3,1,14,36600,1007588,11103,0
"4887",292218,NA,NA,16,NA,NA,2,5,1,13,0,1007588,11103,0
"4888",292219,NA,NA,15,NA,NA,1,5,1,12,0,1007588,11103,0
"4889",292220,NA,NA,9,NA,NA,2,5,1,6,NA,1007588,11103,0
"4890",292304,"Driving",60,32,1,3535,2,3,2,17,35000,1007588,11103,0
"4891",292305,NA,NA,11,NA,NA,1,5,1,9,NA,1007588,11103,0
"4892",292306,NA,NA,7,NA,NA,2,5,1,4,NA,1007588,11103,0
"4893",292307,NA,NA,3,NA,NA,1,5,1,1,NA,1007588,11103,0
"4894",292308,NA,NA,0,NA,NA,2,5,1,NA,NA,1007588,11103,0
"4895",292309,"Driving",177,29,1,310,1,5,2,11,25000,1007588,11103,0
"4896",292462,NA,NA,39,1,2300,2,5,1,20,9900,1007588,11103,0
"4897",292474,NA,NA,66,6,205,1,1,1,21,77500,1007588,11106,0
"4898",292475,NA,NA,65,2,2310,2,1,1,21,95200,1007588,11106,0
"4899",292476,NA,NA,82,4,2200,1,1,1,22,126700,1007588,11104,0
"4900",292477,NA,NA,62,NA,NA,2,1,2,21,6600,1007588,11104,0
"4901",292494,"Driving",75,31,7,2160,1,1,1,21,55000,1007588,11103,0
"4902",292495,"Driving",78,32,1,5940,2,1,1,19,30000,1007588,11103,0
"4903",292496,NA,NA,10,NA,NA,1,5,1,6,NA,1007588,11103,0
"4904",292497,NA,NA,8,NA,NA,2,5,1,4,NA,1007588,11103,0
"4905",292505,"Driving",82,46,6,710,2,1,1,22,36000,1007588,11104,0
"4906",292506,"Driving",103,46,1,4700,1,1,1,22,60000,1007588,11104,0
"4907",292507,NA,NA,13,NA,NA,1,5,1,10,NA,1007588,11104,0
"4908",292508,NA,NA,10,NA,NA,1,5,1,7,NA,1007588,11104,0
"4909",292591,"Driving",73,62,5,1550,1,1,1,20,91600,1007588,11106,0
"4910",292592,NA,NA,55,1,5240,2,1,1,16,27000,1007588,11106,0
"4911",292608,NA,NA,31,5,7140,1,5,1,19,38000,1007588,11104,0
"4912",292609,"Driving",91,30,1,4710,2,5,1,16,37200,1007588,11104,0
"4913",292625,NA,NA,65,3,2330,2,1,1,19,48200,1007588,11106,0
"4914",292626,"Driving",90,60,6,220,1,1,1,18,80000,1007588,11106,0
"4915",292738,NA,NA,79,NA,NA,1,1,1,19,55100,1007588,8303,0
"4916",292739,NA,NA,82,NA,NA,2,1,1,14,15000,1007588,8303,0
"4917",292740,"Driving",111,28,2,420,2,1,1,21,45000,1007588,11104,0
"4918",292741,"Walking",102,32,6,4350,1,1,1,19,23000,1007588,11104,0
"4919",292742,"Driving",112,27,1,5240,1,5,2,19,15000,1007588,11104,0
"4920",293087,NA,NA,30,NA,NA,1,5,1,17,11100,1007588,8303,0
"4921",293324,NA,NA,18,NA,NA,1,5,1,18,15000,1007588,8303,0
"4922",293653,"Driving",67,47,7,3060,1,1,1,23,544000,1007588,11106,0
"4923",293654,NA,NA,47,NA,NA,2,1,1,21,40000,1007588,11106,0
"4924",293655,NA,NA,4,NA,NA,2,5,1,2,NA,1007588,11106,0
"4925",293656,NA,NA,4,NA,NA,2,5,1,2,NA,1007588,11106,0
"4926",293657,NA,NA,16,NA,NA,2,5,1,14,6000,1007588,11106,0
"4927",293687,"Walking",151,25,1,9620,1,5,1,19,21200,1007588,11106,0
"4928",293761,"Biking",36,51,1,4610,1,5,1,12,30000,1007588,8303,0
"4929",293786,NA,NA,19,1,4760,2,5,1,18,23000,1007588,8303,0
"4930",294445,"Biking",125,20,4,3645,2,5,1,19,22000,1007588,8303,0
"4931",294473,"Walking",130,21,2,4430,1,5,1,19,30101,1007588,8303,0
"4932",294507,"Driving",108,69,1,4250,1,2,1,14,27500,1007588,8303,0
"4933",294508,"Walking",97,46,4,4120,2,5,2,17,6000,1007588,8303,0
"4934",294509,NA,NA,9,NA,NA,1,5,1,8,NA,1007588,8303,0
"4935",294510,NA,NA,9,NA,NA,1,5,1,8,NA,1007588,8303,0
"4936",294781,"Driving",123,63,6,2000,2,5,1,22,63510,1007588,8303,0
"4937",294890,"Driving",88,78,1,5620,1,3,1,16,75630,1007588,11104,0
"4938",295102,"Home Office",NA,57,6,2830,2,5,1,21,19500,1007588,8303,1
"4939",295103,NA,NA,21,1,4020,2,5,1,19,0,1007588,8303,0
"4940",295171,"Driving",96,42,3,800,2,4,1,21,55000,1007588,11103,0
"4941",295172,NA,NA,16,NA,NA,2,5,2,13,0,1007588,11103,0
"4942",295173,NA,NA,11,NA,NA,1,5,2,7,NA,1007588,11103,0
"4943",295616,"Driving",70,59,5,5550,1,1,1,19,66000,1007588,11103,0
"4944",295617,"Driving",106,57,1,350,2,1,1,22,110000,1007588,11103,0
"4945",295618,"Driving",106,18,4,2340,2,5,1,19,10100,1007588,11103,0
"4946",295803,NA,NA,82,NA,NA,1,1,1,21,4800,1007588,8303,0
"4947",295804,NA,NA,79,NA,NA,2,1,1,21,6000,1007588,8303,0
"4948",295845,"Driving",96,52,1,5940,2,5,1,21,65100,1007588,8303,0
"4949",295923,"Driving",75,32,1,6050,2,1,2,1,10000,1007588,11103,0
"4950",295924,"Driving",75,35,1,6050,1,1,2,1,10000,1007588,11103,0
"4951",295925,NA,NA,16,NA,NA,2,5,2,14,0,1007588,11103,0
"4952",295926,NA,NA,13,NA,NA,1,5,2,11,NA,1007588,11103,0
"4953",295927,NA,NA,7,NA,NA,2,5,1,5,NA,1007588,11103,0
"4954",295981,NA,NA,61,1,5140,2,2,1,19,0,1007588,11103,0
"4955",296034,"Driving",141,55,1,410,2,3,1,21,42000,1007588,8303,0
"4956",296035,"Driving",141,31,1,5110,2,5,1,16,40000,1007588,8303,0
"4957",296036,"Biking",100,25,1,5610,1,5,1,17,7000,1007588,8303,0
"4958",296141,NA,NA,25,1,50,1,5,1,19,10300,1007588,8303,0
"4959",296386,"Driving",90,32,1,800,1,1,1,21,96000,1007588,8303,0
"4960",296387,NA,NA,32,1,1020,2,1,1,21,85000,1007588,8303,0
"4961",296388,NA,NA,3,NA,NA,1,5,1,1,NA,1007588,8303,0
"4962",296389,NA,NA,0,NA,NA,1,5,1,NA,NA,1007588,8303,0
"4963",296677,"Driving",103,40,1,4000,1,3,1,16,50000,1007588,11104,0
"4964",296678,"Driving",94,31,4,5150,2,5,1,21,35000,1007588,11104,0
"4965",296969,"Driving",96,36,1,1530,1,1,1,19,99000,1007588,11104,0
"4966",296970,NA,NA,36,1,8740,2,1,1,19,48000,1007588,11104,0
"4967",296971,NA,NA,6,NA,NA,1,5,1,2,NA,1007588,11104,0
"4968",296972,NA,NA,0,NA,NA,1,5,1,NA,NA,1007588,11104,0
"4969",297043,NA,NA,83,NA,NA,2,3,1,16,12600,1007588,8303,0
"4970",297359,"Driving",100,27,6,1700,1,5,1,24,31500,1007588,8303,0
"4971",297360,"Driving",100,24,1,4530,1,5,1,21,5000,1007588,8303,0
"4972",297409,NA,NA,27,1,6355,1,5,1,14,31000,1007588,11104,0
"4973",297648,"Driving",66,53,1,6230,1,5,1,18,36000,1007588,11103,0
"4974",297649,"Driving",166,21,1,3930,1,5,1,18,12000,1007588,11103,0
"4975",297650,NA,NA,19,1,4050,2,5,1,16,0,1007588,11103,0
"4976",297775,"Driving",95,51,6,800,2,5,1,23,349001,1007588,8303,0
"4977",297814,"Driving",92,40,2,3500,2,4,1,20,58000,1007588,8303,0
"4978",297815,"Driving",152,42,1,9620,1,4,1,15,20000,1007588,8303,0
"4979",297847,"Driving",89,70,7,10,1,1,1,21,75000,1007588,8303,0
"4980",297848,NA,NA,70,NA,NA,2,1,1,22,0,1007588,8303,0
"4981",298039,"Driving",88,48,1,5400,1,1,1,18,86600,1007588,8303,0
"4982",298040,"Driving",89,42,1,120,2,1,1,21,75000,1007588,8303,0
"4983",298041,NA,NA,14,NA,NA,2,5,1,11,NA,1007588,8303,0
"4984",298042,NA,NA,31,NA,NA,2,5,1,19,8400,1007588,8303,0
"4985",298043,NA,NA,28,8,9140,1,5,1,18,22700,1007588,8303,0
"4986",298044,"Driving",73,31,1,1006,1,5,2,22,17500,1007588,8303,0
"4987",298485,NA,124,39,7,10,1,1,1,19,200000,1007588,8303,0
"4988",298486,NA,NA,37,6,2600,2,1,1,21,750,1007588,8303,0
"4989",298487,NA,NA,4,NA,NA,1,5,1,2,NA,1007588,8303,0
"4990",298488,NA,NA,2,NA,NA,1,5,1,NA,NA,1007588,8303,0
"4991",298816,"Driving",88,36,1,410,2,3,1,16,36400,1007588,11103,0
"4992",298817,NA,NA,12,NA,NA,1,5,1,9,NA,1007588,11103,0
"4993",298818,NA,NA,12,NA,NA,1,5,1,9,NA,1007588,11103,0
"4994",298819,"Driving",83,36,1,6360,1,5,1,13,50000,1007588,11103,0
"4995",299038,"Driving",83,46,3,3850,1,2,1,22,190200,1007588,11104,0
"4996",299039,NA,NA,17,NA,NA,1,5,1,14,0,1007588,11104,0
"4997",299177,"Driving",101,25,1,1530,1,1,1,21,70000,1007588,8303,0
"4998",299178,"Driving",88,23,1,1020,2,1,1,21,55000,1007588,8303,0
"4999",299239,NA,NA,79,NA,NA,1,1,1,21,18800,1007588,11106,0
"5000",299240,NA,NA,71,NA,NA,2,1,1,19,15200,1007588,11106,0
"5001",299244,NA,NA,59,NA,NA,2,5,1,22,120000,1007588,8303,0
"5002",299483,"Home Office",NA,72,2,5240,1,1,1,20,48700,1007588,8303,1
"5003",299484,NA,NA,71,1,1430,2,1,1,19,11500,1007588,8303,0
"5004",299584,"Home Office",NA,55,7,2710,1,1,1,15,63000,1007588,8303,1
"5005",299585,NA,NA,56,NA,NA,2,1,1,15,0,1007588,8303,0
"5006",299586,NA,NA,17,NA,NA,1,5,1,15,0,1007588,8303,0
"5007",299661,"Driving",100,44,1,5700,2,3,1,19,109000,1007588,11103,0
"5008",299662,NA,NA,6,NA,NA,1,5,1,3,NA,1007588,11103,0
"5009",299701,"Driving",100,40,1,4700,1,5,1,19,58000,1007588,11104,0
"5010",299702,"Driving",112,29,1,5700,2,5,1,18,24000,1007588,11104,0
"5011",299703,NA,NA,27,1,5620,1,5,1,16,3000,1007588,11104,0
"5012",299704,"Driving",145,24,1,4760,1,5,1,16,28000,1007588,11104,0
"5013",299705,NA,NA,16,NA,NA,1,5,1,14,0,1007588,11104,0
"5014",299706,NA,NA,12,NA,NA,1,5,1,11,NA,1007588,11104,0
"5015",299726,NA,NA,81,NA,NA,1,1,1,11,24000,1007588,11103,0
"5016",299727,NA,NA,81,NA,NA,2,1,1,16,8400,1007588,11103,0
"5017",299882,NA,NA,80,NA,NA,2,3,1,20,73800,1007588,8303,0
"5018",299916,NA,NA,87,NA,NA,1,2,1,22,18100,1007588,11104,0
"5019",299927,"Driving",76,51,1,8220,2,3,1,19,30000,1007588,11104,0
"5020",300003,"Driving",89,50,4,2320,2,5,1,21,75000,1007588,8303,0
"5021",300088,"Driving",181,44,1,5000,2,1,1,18,100000,1007588,8303,0
"5022",300089,"Driving",84,44,3,3800,1,1,1,18,75000,1007588,8303,0
"5023",300090,NA,NA,17,NA,NA,2,5,1,13,0,1007588,8303,0
"5024",300091,NA,NA,14,NA,NA,2,5,1,12,NA,1007588,8303,0
"5025",300286,NA,NA,67,1,940,1,1,1,23,21200,1007588,11103,0
"5026",300287,"Driving",63,62,2,3255,2,1,1,21,84000,1007588,11103,0
"5027",300389,NA,NA,22,4,1965,1,5,1,19,4000,1007588,8303,0
"5028",300669,NA,NA,72,NA,NA,2,5,1,21,38600,1007588,8303,0
"5029",300670,"Driving",99,32,1,4020,1,5,1,19,25900,1007588,8303,0
"5030",300684,NA,NA,65,NA,NA,2,5,1,21,14700,1007588,8303,0
"5031",300720,NA,NA,57,1,5700,2,1,1,18,29000,1007588,11106,0
"5032",300721,"Home Office",NA,60,3,2015,1,1,1,21,209000,1007588,11106,1
"5033",300753,"Driving",70,72,5,3850,1,1,1,21,222500,1007588,11106,0
"5034",300754,NA,NA,67,NA,NA,2,1,1,21,50100,1007588,11106,0
"5035",300953,NA,NA,34,3,2330,2,1,1,22,59500,1007588,11104,0
"5036",300954,"Driving",63,35,1,430,1,1,1,21,126000,1007588,11104,0
"5037",300955,NA,NA,14,NA,NA,1,5,1,11,NA,1007588,11104,0
"5038",300956,NA,NA,13,NA,NA,2,5,1,10,NA,1007588,11104,0
"5039",300957,NA,NA,12,NA,NA,2,5,1,9,NA,1007588,11104,0
"5040",300958,NA,NA,4,NA,NA,1,5,1,1,NA,1007588,11104,0
"5041",301067,NA,NA,49,7,2600,1,3,2,16,6000,1007588,11104,0
"5042",301068,NA,NA,13,NA,NA,2,5,1,10,NA,1007588,11104,0
"5043",301196,"Home Office",NA,47,4,4610,2,3,2,21,28000,1007588,11104,1
"5044",301197,NA,NA,12,NA,NA,1,5,2,9,NA,1007588,11104,0
"5045",301198,NA,NA,4,NA,NA,1,5,1,1,NA,1007588,11104,0
"5046",301199,NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11104,0
"5047",301206,NA,NA,77,NA,NA,1,2,1,14,53000,1007588,8303,0
"5048",301207,NA,NA,46,NA,NA,2,5,1,16,1500,1007588,8303,0
"5049",301311,NA,NA,50,NA,NA,2,5,1,15,7500,1007588,8303,0
"5050",301332,"Driving",82,48,1,9600,1,1,2,1,25100,1007588,11103,0
"5051",301333,NA,NA,47,1,6050,2,1,1,1,2500,1007588,11103,0
"5052",301334,NA,NA,17,1,6050,1,5,1,14,800,1007588,11103,0
"5053",301335,NA,NA,13,NA,NA,1,5,1,10,NA,1007588,11103,0
"5054",301336,NA,NA,8,NA,NA,2,5,1,6,NA,1007588,11103,0
"5055",301408,"Driving",66,49,1,9600,1,3,1,9,28000,1007588,11103,0
"5056",301409,NA,NA,19,1,4720,2,5,1,16,3600,1007588,11103,0
"5057",301410,"Driving",42,51,1,8300,2,3,1,12,27000,1007588,11103,0
"5058",301487,NA,NA,94,NA,NA,2,2,1,18,15910,1007588,11104,0
"5059",301692,"Driving",63,35,1,6050,2,4,2,9,18000,1007588,11103,0
"5060",301693,NA,NA,18,NA,NA,2,5,2,19,0,1007588,11103,0
"5061",301694,NA,NA,17,NA,NA,2,5,2,14,0,1007588,11103,0
"5062",301695,NA,NA,16,NA,NA,1,5,2,12,0,1007588,11103,0
"5063",301696,NA,NA,12,NA,NA,1,5,2,10,NA,1007588,11103,0
"5064",301697,NA,NA,5,NA,NA,1,5,1,1,NA,1007588,11103,0
"5065",301698,"Driving",63,41,1,6050,1,5,2,1,18000,1007588,11103,0
"5066",301699,"Driving",63,40,1,6050,1,5,2,17,18000,1007588,11103,0
"5067",301871,"Driving",95,26,3,5810,2,5,1,21,62000,1007588,8303,0
"5068",302253,"Walking",199,19,1,4150,1,5,1,19,4100,1007588,8303,0
"5069",302305,NA,NA,74,NA,NA,2,1,1,21,8400,1007588,8303,0
"5070",302306,"Home Office",NA,79,6,710,1,1,1,23,71400,1007588,8303,1
"5071",302322,"Driving",67,55,1,8740,1,1,1,16,39000,1007588,8303,0
"5072",302323,"Driving",107,61,3,2310,2,1,1,21,1500,1007588,8303,0
"5073",302497,"Driving",170,69,6,2720,1,1,1,22,16400,1007588,8303,0
"5074",302498,NA,NA,66,NA,NA,2,1,1,21,0,1007588,8303,0
"5075",302546,NA,NA,81,NA,NA,2,2,1,15,14200,1007588,11103,0
"5076",302612,"Biking",95,31,2,3245,2,1,1,22,50000,1007588,11106,0
"5077",302613,"Driving",82,31,2,2010,2,1,1,22,61000,1007588,11106,0
"5078",302622,"Driving",88,45,3,3740,1,1,1,20,125000,1007588,8303,0
"5079",302623,NA,NA,43,NA,NA,2,1,1,16,0,1007588,8303,0
"5080",302624,NA,NA,21,NA,NA,2,5,1,20,0,1007588,8303,0
"5081",302625,NA,NA,16,NA,NA,2,5,1,14,0,1007588,8303,0
